-4.042766199567233e-13,-2.3919680390446945e-13,-2.3994861405951536e-13,-2.4005091809856916e-13,-2.394433158708369e-13,-2.3766817629950134e-13,-2.3369054808613757e-13,-2.2526038851298473e-13,-2.0733848520091587e-13,-1.8718291490503943e-13,4.3374645108110645e-13,6.643418453116411e-13,6.66418177944433e-13,6.69079030639189e-13,6.720472276720474e-13,6.750495625229215e-13,6.779573257345691e-13,6.807970744559453e-13,6.836579526150414e-13,6.866164757517026e-13,6.896956702960572e-13,6.928489504257995e-13,6.959639759454598e-13,6.988942534548594e-13,7.01542211245684e-13,7.040228443051404e-13,7.068692793940707e-13,7.110313810021615e-13,7.175792295277386e-13
1.1012842592147135e-11,2.1807476176514286e-12,2.1931736905423535e-12,2.209815443135992e-12,2.2311184876033247e-12,2.2593516745358897e-12,2.300230400432274e-12,2.3687410529127716e-12,2.509542377489518e-12,2.57980433430053e-12,2.3498887613403993e-12,8.471846635901751e-13,7.680653800431633e-13,7.379983568186662e-13,7.240489950995519e-13,7.180090930590654e-13,7.169615525284889e-13,7.195419116626481e-13,7.24933529868461e-13,7.325062151161875e-13,7.416157221104756e-13,7.514290254476563e-13,7.607519610487514e-13,7.679493811482358e-13,7.712596320241771e-13,7.700534951324616e-13,7.662786069451612e-13,7.577359832008515e-13,7.217171598043282e-13
-3.15034942929974e-13,-3.79829842181693e-14,-3.7712292023918656e-14,-3.741079545952382e-14,-3.708968311521771e-14,-3.676089969589566e-14,-3.64336442167521e-14,-3.611341934040228e-14,-3.5803008623822505e-14,-3.550417307792494e-14,-3.521762271019087e-14,-3.494354162228988e-14,-3.46786143679855e-14,-3.441662823659163e-14,-3.415120804838375e-14,-3.3876431165805665e-14,-3.3586713864540236e-14,-3.327715571531398e-14,-3.2944299080434055e-14,-3.25868552187968e-14,-3.220599842095139e-14,-3.1805086333190146e-14,-3.1388961654530966e-14,-3.0963493365152654e-14,-3.053627151386668e-14,-3.011899621790993e-14,-2.972966199619433e-14,-2.9386637370247437e-14,-2.909839205681138e-14
9.704353277677714e-13,1.0227143264583855e-13,1.2189702378917176e-13,1.4140202139878958e-13,1.6101876127027785e-13,1.808823314646593e-13,2.0100369760806839e-13,2.2116009983429273e-13,2.4065261064148564e-13,2.5939286451522094e-13,2.252328362230592e-13,1.729726771032093e-13,1.2205482357039547e-13,7.196359087709027e-14,2.224134847061447e-14,-2.7411579080526022e-14,-7.715120316509803e-14,-1.270397681573727e-13,-1.7709541166363513e-13,-2.2732336272435013e-13,-2.7773279601752366e-13,-3.283518133580972e-13,-3.79246865683481e-13,-4.3053329762477816e-13,-4.823723129899933e-13,-5.349899675871046e-13,-5.887132191182337e-13,-6.43953770585445e-13,-7.013018608167264e-13
6.918163940148623e-12,1.478608820127368e-12,1.2967957178621899e-12,1.116823452197737e-12,9.37296783664014e-13,7.572271357721917e-13,5.762720115621017e-13,3.942475707071706e-13,2.1080252107352746e-13,2.6585690160902088e-14,-1.3047304224672615e-13,-1.8302969531046681e-13,-2.3630910205243984e-13,-2.8996259296499004e-13,-3.437208022176609e-13,-3.973373178940791e-13,-4.505897317317304e-13,-5.033015443707352e-13,-5.55346989753535e-13,-6.06652641342051e-13,-6.5720861436236e-13,-7.070775076751425e-13,-7.563963656639373e-13,-8.054215364908665e-13,-8.546207715408208e-13,-9.046581630353404e-13,-9.56217348068018e-13,-1.0101641296492813e-12,-1.0680397988366874e-12
9.003460977611383e-12,2.2354516031706195e-12,2.2311001183283527e-12,2.226414251984255e-12,2.221460036277031e-12,2.216341007676426e-12,2.2111315908823773e-12,2.205888213110494e-12,2.2006533834092783e-12,2.1954504219574655e-12,2.190282304787072e-12,2.1851452642927164e-12,2.1800385559701325e-12,2.1749637761171624e-12,2.16992430546728e-12,2.1649228036495593e-12,2.159958408247525e-12,2.155025335701746e-12,2.150112532642049e-12,2.1452037556641996e-12,2.1402775260458136e-12,2.135306390045986e-12,2.130254820356605e-12,2.1250759306678704e-12,2.1197103668500292e-12,2.1140966541183244e-12,2.1081993565597275e-12,2.101989864760041e-12,2.095177538085315e-12
-4.042766199567233e-13,-2.3919680390446945e-13,-2.3994861405951536e-13,-2.4005091809856916e-13,-2.394433158708369e-13,-2.3766817629950134e-13,-2.3369054808613757e-13,-2.2526038851298473e-13,-2.0733848520091587e-13,-1.8718291490503943e-13,4.3374645108110645e-13,6.643418453116411e-13,6.66418177944433e-13,6.69079030639189e-13,6.720472276720474e-13,6.750495625229215e-13,6.779573257345691e-13,6.807970744559453e-13,6.836579526150414e-13,6.866164757517026e-13,6.896956702960572e-13,6.928489504257995e-13,6.959639759454598e-13,6.988942534548594e-13,7.01542211245684e-13,7.040228443051404e-13,7.068692793940707e-13,7.110313810021615e-13,7.175792295277386e-13
1.1012842592147135e-11,2.1807476176514286e-12,2.1931736905423535e-12,2.209815443135992e-12,2.2311184876033247e-12,2.2593516745358897e-12,2.300230400432274e-12,2.3687410529127716e-12,2.509542377489518e-12,2.57980433430053e-12,2.3498887613403993e-12,8.471846635901751e-13,7.680653800431633e-13,7.379983568186662e-13,7.240489950995519e-13,7.180090930590654e-13,7.169615525284889e-13,7.195419116626481e-13,7.24933529868461e-13,7.325062151161875e-13,7.416157221104756e-13,7.514290254476563e-13,7.607519610487514e-13,7.679493811482358e-13,7.712596320241771e-13,7.700534951324616e-13,7.662786069451612e-13,7.577359832008515e-13,7.217171598043282e-13
-3.15034942929974e-13,-3.79829842181693e-14,-3.7712292023918656e-14,-3.741079545952382e-14,-3.708968311521771e-14,-3.676089969589566e-14,-3.64336442167521e-14,-3.611341934040228e-14,-3.5803008623822505e-14,-3.550417307792494e-14,-3.521762271019087e-14,-3.494354162228988e-14,-3.46786143679855e-14,-3.441662823659163e-14,-3.415120804838375e-14,-3.3876431165805665e-14,-3.3586713864540236e-14,-3.327715571531398e-14,-3.2944299080434055e-14,-3.25868552187968e-14,-3.220599842095139e-14,-3.1805086333190146e-14,-3.1388961654530966e-14,-3.0963493365152654e-14,-3.053627151386668e-14,-3.011899621790993e-14,-2.972966199619433e-14,-2.9386637370247437e-14,-2.909839205681138e-14
9.704353277677714e-13,1.0227143264583855e-13,1.2189702378917176e-13,1.4140202139878958e-13,1.6101876127027785e-13,1.808823314646593e-13,2.0100369760806839e-13,2.2116009983429273e-13,2.4065261064148564e-13,2.5939286451522094e-13,2.252328362230592e-13,1.729726771032093e-13,1.2205482357039547e-13,7.196359087709027e-14,2.224134847061447e-14,-2.7411579080526022e-14,-7.715120316509803e-14,-1.270397681573727e-13,-1.7709541166363513e-13,-2.2732336272435013e-13,-2.7773279601752366e-13,-3.283518133580972e-13,-3.79246865683481e-13,-4.3053329762477816e-13,-4.823723129899933e-13,-5.349899675871046e-13,-5.887132191182337e-13,-6.43953770585445e-13,-7.013018608167264e-13
6.918163940148623e-12,1.478608820127368e-12,1.2967957178621899e-12,1.116823452197737e-12,9.37296783664014e-13,7.572271357721917e-13,5.762720115621017e-13,3.942475707071706e-13,2.1080252107352746e-13,2.6585690160902088e-14,-1.3047304224672615e-13,-1.8302969531046681e-13,-2.3630910205243984e-13,-2.8996259296499004e-13,-3.437208022176609e-13,-3.973373178940791e-13,-4.505897317317304e-13,-5.033015443707352e-13,-5.55346989753535e-13,-6.06652641342051e-13,-6.5720861436236e-13,-7.070775076751425e-13,-7.563963656639373e-13,-8.054215364908665e-13,-8.546207715408208e-13,-9.046581630353404e-13,-9.56217348068018e-13,-1.0101641296492813e-12,-1.0680397988366874e-12
9.003460977611383e-12,2.2354516031706195e-12,2.2311001183283527e-12,2.226414251984255e-12,2.221460036277031e-12,2.216341007676426e-12,2.2111315908823773e-12,2.205888213110494e-12,2.2006533834092783e-12,2.1954504219574655e-12,2.190282304787072e-12,2.1851452642927164e-12,2.1800385559701325e-12,2.1749637761171624e-12,2.16992430546728e-12,2.1649228036495593e-12,2.159958408247525e-12,2.155025335701746e-12,2.150112532642049e-12,2.1452037556641996e-12,2.1402775260458136e-12,2.135306390045986e-12,2.130254820356605e-12,2.1250759306678704e-12,2.1197103668500292e-12,2.1140966541183244e-12,2.1081993565597275e-12,2.101989864760041e-12,2.095177538085315e-12
1.647234764171279e-11,5.660423399676563e-12,5.75520906371805e-12,5.864902155936403e-12,5.923874586780694e-12,5.8604553856004545e-12,5.564109143263232e-12,4.841556830896943e-12,3.417830457009876e-12,1.2176162725667964e-12,-1.1001264130722355e-12,-1.3523492407560484e-12,-2.3080663031657944e-12,-2.5883364543737533e-12,-2.5424564894004406e-12,-2.3858835917479513e-12,-2.228161729867241e-12,-2.1143154050607633e-12,-2.0555216210692998e-12,-2.049318072986087e-12,-2.090865454260387e-12,-2.1785752908538756e-12,-2.3163553656772914e-12,-2.511951471535463e-12,-2.7676183178173017e-12,-3.05859305964846e-12,-3.304192584033195e-12,-3.3559931082505606e-12,-3.0825321457696083e-12
